,PRODUCT TYPE,COUNTRY,MEASURE,Year,Total Imports,Population,Meat Imports Per Capita
396,,New Zealand,Million dollars,2021,25.3,340161441,0.007437644879920414
397,,China ,Million dollars,2021,7.7,340161441,0.0022636310504105606
398,,Rest of world,Million dollars,2021,15.6,340161441,0.004586057712520097
399,,World,Million dollars,2021,423.1,340161441,0.1243821165491829
400,,World (quantity),"1,000 metric tons",2021,91.6,340161441,0.026928390158130828
401,,,,2021,,340161441,
402,Prepared meats,Canada,Million dollars,2021,653.4,340161441,0.1920852634205533
403,,Brazil,Million dollars,2021,496.0,340161441,0.1458131170134595
404,,Italy,Million dollars,2021,197.0,340161441,0.05791367752349097
405,,Mexico,Million dollars,2021,61.9,340161441,0.01819724182083295
406,,Uruguay,Million dollars,2021,54.3,340161441,0.015963008576271878
407,,Poland,Million dollars,2021,48.7,340161441,0.01431673144870056
408,,Spain,Million dollars,2021,47.9,340161441,0.014081549001904657
409,,New Zealand,Million dollars,2021,72.6,340161441,0.02134280704672814
410,,Rest of world,Million dollars,2021,183.8,340161441,0.05403316715135858
411,,World,Million dollars,2021,1815.6,340161441,0.5337465630033006
412,,World (quantity),"1,000 metric tons",2021,238.6,340161441,0.0701431647568779
413,Total fish and shellfish,Canada,Million dollars,2021,4859.7,340161441,1.4286451708675587
414,,Chile,Million dollars,2021,2707.2,340161441,0.7958573999573337
415,,India,Million dollars,2021,3155.1,340161441,0.9275301723571897
416,,Indonesia,Million dollars,2021,2430.9,340161441,0.714631262395199
417,,Ecuador,Million dollars,2021,1633.5,340161441,0.48021315855138325
418,,Vietnam,Million dollars,2021,1851.8,340161441,0.5443885687208151
419,,China ,Million dollars,2021,1664.9,340161441,0.4894440695881224
420,,Rest of world,Million dollars,2021,9461.1,340161441,2.7813558092258903
421,,World,Million dollars,2021,27764.2,340161441,8.162065611663493
422,,World (quantity),"1,000 metric tons",2021,3051.1,340161441,0.8969564542737224
423,"Whole fish--fresh, chilled, or frozen",Canada,Million dollars,2021,875.1,340161441,0.25726019898886776
424,,Norway,Million dollars,2021,225.4,340161441,0.0662626543847455
425,,Chile,Million dollars,2021,161.0,340161441,0.04733046741767536
426,,Mexico,Million dollars,2021,184.9,340161441,0.054356543015702946
427,,Faroe Islands,Million dollars,2021,122.4,340161441,0.03598291435977307
428,,China ,Million dollars,2021,126.5,340161441,0.03718822439960207
429,,Rest of world,Million dollars,2021,1434.2,340161441,0.42162333149335407
430,,World,Million dollars,2021,3129.5,340161441,0.9200043340597208
431,,World (quantity),"1,000 metric tons",2021,461.6,340161441,0.1357002718012357
432,Fish fillets and mince,Chile,Million dollars,2021,2400.2,340161441,0.7056061359994061
433,,China ,Million dollars,2021,981.6,340161441,0.28856886221857225
434,,Norway,Million dollars,2021,694.9,340161441,0.20428535284809074
435,,Vietnam,Million dollars,2021,556.1,340161441,0.16348119832900168
436,,Indonesia,Million dollars,2021,293.9,340161441,0.08640015139164464
437,,Canada,Million dollars,2021,315.5,340161441,0.09275007745513401
438,,Rest of world,Million dollars,2021,1586.3,340161441,0.466337394190425
439,,World,Million dollars,2021,6828.5,340161441,2.007429172432275
440,,World (quantity),"1,000 metric tons",2021,828.2,340161441,0.24347262804545797
441,"Shellfish, fresh or frozen",Canada,Million dollars,2021,2945.3,340161441,0.8658535756849642
442,,India,Million dollars,2021,2591.3,340161441,0.7617853429777776
443,,Ecuador,Million dollars,2021,1308.4,340161441,0.38464089173469845
444,,Indonesia,Million dollars,2021,1069.0,340161441,0.3142625445310246
445,,Vietnam,Million dollars,2021,477.1,340161441,0.14025693170790632
446,,Argentina,Million dollars,2021,273.8,340161441,0.0804911924158976
447,,Mexico,Million dollars,2021,332.3,340161441,0.09768890883784796
448,,Japan,Million dollars,2021,107.8,340161441,0.03169083470574785
449,,Rest of world,Million dollars,2021,2688.5,340161441,0.7903600102634796
450,,World,Million dollars,2021,11793.5,340161441,3.467030232859344
451,,World (quantity),"1,000 metric tons",2021,1029.2,340161441,0.30256221780292847
452,Prepared fish and shellfish,Thailand,Million dollars,2021,913.2,340161441,0.2684607630175226
453,,Indonesia,Million dollars,2021,1045.4,340161441,0.3073246623505455
454,,Vietnam,Million dollars,2021,757.5,340161441,0.2226883793098701
455,,India,Million dollars,2021,534.9,340161441,0.15724886348891026
456,,Canada,Million dollars,2021,723.9,340161441,0.2128107165444422
457,,China ,Million dollars,2021,392.1,340161441,0.11526879673584167
458,,Ecuador,Million dollars,2021,183.6,340161441,0.0539743715396596
459,,Mexico,Million dollars,2021,99.8,340161441,0.029339010237788826
460,,Rest of world,Million dollars,2021,1362.2,340161441,0.40045691128172284
461,,World,Million dollars,2021,6012.6,340161441,1.7675724745063035
462,,World (quantity),"1,000 metric tons",2021,732.1,340161441,0.2152213366241002
463,,,,2021,2021.0,340161441,0.5941296562181485
464,Total live animals,Canada,Million dollars,2021,1449.1,340161441,0.42600360456492775
465,,Mexico,Million dollars,2021,754.5,340161441,0.22180644513438547
466,,Rest of world,Million dollars,2021,0.0,340161441,0.0
467,,World,Million dollars,2021,2203.6,340161441,0.6478100496993132
468,,World (quantity),"1,000 head",2021,8440.9,340161441,2.4814393939494157
469,"Bovine animals, live",Canada,Million dollars,2021,859.2,340161441,0.2525859478587992
470,,Mexico,Million dollars,2021,754.5,340161441,0.22180644513438547
471,,World,Million dollars,2021,1613.7,340161441,0.47439239299318464
472,,World (quantity),"1,000 head",2021,1794.8,340161441,0.5276318193866071
473,"Swine, live",Canada,Million dollars,2021,551.3,340161441,0.16207010364822624
474,,World,Million dollars,2021,551.4,340161441,0.16209950145407576
475,,World (quantity),"1,000 head",2021,6623.0,340161441,1.9470166814115772
476,"Sheep and goats, live",Canada,Million dollars,2021,1.5,340161441,0.00044096708774231706
477,,World,Million dollars,2021,1.5,340161441,0.00044096708774231706
478,,World (quantity),"1,000 head",2021,23.1,340161441,0.006790893151231683
479,Live poultry,Canada,Million dollars,2021,37.0,340161441,0.010877188164310487
480,,World,Million dollars,2021,37.0,340161441,0.010877188164310487
481,,World (quantity),"1,000 head",2021,10567.9,340161441,3.1067307243680213
482,Bird eggs,Canada,Million dollars,2021,45.3,340161441,0.013317206049817974
483,,United Kingdom,Million dollars,2021,19.6,340161441,0.00576196994649961
484,,Netherlands,Million dollars,2021,6.7,340161441,0.001969652991915683
485,,China,Million dollars,2021,6.0,340161441,0.0017638683509692682
486,,Thailand,Million dollars,2021,3.6,340161441,0.0010583210105815609
487,,Turkey,Million dollars,2021,0.0,340161441,0.0
488,,Taiwan,Million dollars,2021,5.3,340161441,0.0015580837100228535
489,,Rest of world,Million dollars,2021,8.0,340161441,0.002351824467959024
490,,World,Million dollars,2021,94.5,340161441,0.027780926527765974
491,,,,2021,2021.0,340161441,0.5941296562181485
492,Total vegetable oils,Canada,Million dollars,2021,3101.9,340161441,0.9118905396452621
493,,Indonesia,Million dollars,2021,2004.9,340161441,0.589396609476381
494,,Spain,Million dollars,2021,489.5,340161441,0.1439022596332428
495,,Italy,Million dollars,2021,552.3,340161441,0.16236408170672112
496,,Mexico,Million dollars,2021,234.8,340161441,0.06902604813459735
497,,Philippines,Million dollars,2021,530.2,340161441,0.15586716661398434
498,,Turkey,Million dollars,2021,93.0,340161441,0.027339959440023657
499,,Rest of world,Million dollars,2021,1478.9,340161441,0.4347641507080751
500,,World,Million dollars,2021,8485.5,340161441,2.4945508153582874
501,,World (quantity),"1,000 metric tons",2021,5366.1,340161441,1.5775156596893651
502,Crude vegetable oils,Canada,Million dollars,2021,520.0,340161441,0.15286859041733658
503,,Philippines,Million dollars,2021,197.1,340161441,0.05794307532934046
504,,Argentina,Million dollars,2021,49.9,340161441,0.014669505118894413
505,,Mexico,Million dollars,2021,25.6,340161441,0.007525838297468878
506,,Indonesia,Million dollars,2021,51.3,340161441,0.015081074400787242
507,,Spain,Million dollars,2021,1.6,340161441,0.00047036489359180485
508,,Rest of world,Million dollars,2021,126.7,340161441,0.03724702001130105
509,,World,Million dollars,2021,972.2,340161441,0.2858054684687204
510,,World (quantity),"1,000 metric tons",2021,670.4,340161441,0.19708289041496624
511,Refined vegetable oils,Canada,Million dollars,2021,2581.9,340161441,0.7590219492279255
512,,Indonesia,Million dollars,2021,1953.6,340161441,0.5743155350755937
513,,Italy,Million dollars,2021,551.8,340161441,0.16221709267747367
514,,Spain,Million dollars,2021,487.9,340161441,0.14343189473965098
515,,Mexico,Million dollars,2021,209.2,340161441,0.061500209837128485
516,,Turkey,Million dollars,2021,84.5,340161441,0.024841145942817194
517,,Rest of world,Million dollars,2021,1644.4,340161441,0.4834175193889774
518,,World,Million dollars,2021,7513.3,340161441,2.2087453468895673
519,,World (quantity),"1,000 metric tons",2021,4695.7,340161441,1.3804327692743987
520,Olive oiL,Italy,Million dollars,2021,511.3,340161441,0.15031098130843112
521,,Spain,Million dollars,2021,379.3,340161441,0.11150587758710724
522,,Tunisia,Million dollars,2021,225.5,340161441,0.06629205219059499
523,,Turkey,Million dollars,2021,50.3,340161441,0.014787096342292364
524,,Greece,Million dollars,2021,49.8,340161441,0.014640107313044926
525,,Rest of world,Million dollars,2021,216.7,340161441,0.06370504527584007
526,,World,Million dollars,2021,1432.9,340161441,0.4212411600173107
527,,World (quantity),"1,000 metric tons",2021,365.3,340161441,0.10739018476817894
528,Tropical oils,Indonesia,Million dollars,2021,2003.7,340161441,0.5890438358061871
529,,Philippines,Million dollars,2021,530.2,340161441,0.15586716661398434
530,,Malaysia,Million dollars,2021,361.0,340161441,0.10612607911665096
531,,Colombia,Million dollars,2021,18.2,340161441,0.00535040066460678
532,,Sri Lanka,Million dollars,2021,23.9,340161441,0.007026075598027585
533,,Mexico,Million dollars,2021,12.9,340161441,0.0037923169545839267
534,,Rest of world,Million dollars,2021,83.1,340161441,0.024429576660924362
535,,World,Million dollars,2021,3033.0,340161441,0.891635451414965
536,,World (quantity),"1,000 metric tons",2021,2541.8,340161441,0.7472334290822811
537,Oilseeds,Canada,Million dollars,2021,471.4,340161441,0.1385812567744855
538,,Brazil,Million dollars,2021,102.0,340161441,0.029985761966477557
539,,Argentina,Million dollars,2021,108.4,340161441,0.03186722154084478
540,,Chile,Million dollars,2021,35.7,340161441,0.010495016688267148
541,,India,Million dollars,2021,70.0,340161441,0.020578464094641463
542,,Bulgaria,Million dollars,2021,61.6,340161441,0.018109048403284485
543,,Rest of world,Million dollars,2021,299.8,340161441,0.08813462193676443
544,,World,Million dollars,2021,1148.9,340161441,0.3377513914047654
545,,World (quantity),"1,000 metric tons",2021,1352.2,340161441,0.3975171306967741
546,"Total red meats, fresh and frozen",Canada,Million dollars,2020,2418.9,339436159,0.7126229589464569
547,,Australia,Million dollars,2020,2308.7,339436159,0.6801573547148227
548,,Mexico,Million dollars,2020,1569.4,339436159,0.4623549844022363
549,,New Zealand,Million dollars,2020,1136.0,339436159,0.334672653422289
550,,Brazil,Million dollars,2020,126.7,339436159,0.037326606680109176
551,,Uruguay,Million dollars,2020,265.1,339436159,0.07810010600550074
552,,Nicaragua,Million dollars,2020,318.5,339436159,0.0938320775660203
553,,Rest of world,Million dollars,2020,546.8,339436159,0.16109067508037644
554,,World,Million dollars,2020,8690.1,339436159,2.5601574168178116
555,,World (quantity),"1,000 metric tons",2020,1597.9,339436159,0.4707512613586934
556,Fresh or chilled red meats,Canada,Million dollars,2020,2181.9,339436159,0.6428012874138138
557,,Mexico,Million dollars,2020,1329.5,339436159,0.39167895486349763
558,,Australia,Million dollars,2020,641.9,339436159,0.18910772555613323
559,,Nicaragua,Million dollars,2020,79.2,339436159,0.023332811752680715
560,,New Zealand,Million dollars,2020,44.2,339436159,0.01302159443773343
561,,Argentina,Million dollars,2020,23.0,339436159,0.006775942806965359
562,,Rest of world,Million dollars,2020,91.4,339436159,0.026927007502462342
563,,World,Million dollars,2020,4391.1,339436159,1.2936453243332866
564,,World (quantity),"1,000 metric tons",2020,786.7,339436159,0.23176670461911514
565,,,,2020,,339436159,
566,Frozen red meats and parts,Australia,Million dollars,2020,964.0,339436159,0.2840003854745481
567,,New Zealand,Million dollars,2020,871.3,339436159,0.2566903899003877
568,,Brazil,Million dollars,2020,124.8,339436159,0.03676685488301203
569,,Canada,Million dollars,2020,233.9,339436159,0.06890839228474772
570,,Mexico,Million dollars,2020,235.5,339436159,0.06937976221914531
571,,Uruguay,Million dollars,2020,237.6,339436159,0.06999843525804214
572,,Rest of world,Million dollars,2020,699.9,339436159,0.20619488567804586
573,,World,Million dollars,2020,3367.0,339436159,0.9919391056979289
574,,World (quantity),"1,000 metric tons",2020,707.2,339436159,0.20834551100373488
575,,,,2020,,339436159,
576,Fowl and other meats,Chile,Million dollars,2020,153.2,339436159,0.04513367121856926
577,,Canada,Million dollars,2020,114.2,339436159,0.033644029067628
578,,New Zealand,Million dollars,2020,21.4,339436159,0.006304572872567769
579,,China ,Million dollars,2020,7.6,339436159,0.0022390071883885533
580,,Rest of world,Million dollars,2020,5.7,339436159,0.0016792553912914152
581,,World,Million dollars,2020,302.1,339436159,0.08900053573844502
582,,World (quantity),"1,000 metric tons",2020,83.3,339436159,0.024540697209574542
583,,,,2020,,339436159,
584,Prepared meats,Canada,Million dollars,2020,533.0,339436159,0.15702510939619724
585,,Brazil,Million dollars,2020,323.9,339436159,0.09542295109461216
586,,Italy,Million dollars,2020,138.8,339436159,0.040891341808990955
587,,Mexico,Million dollars,2020,47.1,339436159,0.013875952443829062
588,,Uruguay,Million dollars,2020,45.5,339436159,0.013404582509431471
589,,Poland,Million dollars,2020,50.3,339436159,0.014818692312624242
590,,Spain,Million dollars,2020,34.3,339436159,0.010104992968648339
591,,New Zealand,Million dollars,2020,64.4,339436159,0.01897263985950301
592,,Rest of world,Million dollars,2020,155.1,339436159,0.0456934230156664
593,,World,Million dollars,2020,1392.4,339436159,0.41020968540950287
594,,World (quantity),"1,000 metric tons",2020,205.7,339436159,0.06060049719099019
595,Total fish and shellfish,Canada,Million dollars,2020,2983.4,339436159,0.8789281639261066
596,,Chile,Million dollars,2020,2070.8,339436159,0.6100705375940813
597,,India,Million dollars,2020,2448.6,339436159,0.7213727633537121
598,,Indonesia,Million dollars,2020,2091.2,339436159,0.6160805042576503
599,,Ecuador,Million dollars,2020,1009.7,339436159,0.29746388922577927
600,,Vietnam,Million dollars,2020,1387.5,339436159,0.40876611498541027
601,,China ,Million dollars,2020,1627.6,339436159,0.47950106576594864
602,,Rest of world,Million dollars,2020,7665.9,339436159,2.2584217375615543
603,,World,Million dollars,2020,21284.7,339436159,6.270604776670242
604,,World (quantity),"1,000 metric tons",2020,2729.3,339436159,0.8040687262195894
605,"Whole fish--fresh, chilled, or frozen",Canada,Million dollars,2020,680.5,339436159,0.2004795252234751
606,,Norway,Million dollars,2020,193.4,339436159,0.05697684082030872
607,,Chile,Million dollars,2020,112.0,339436159,0.032995895407831315
608,,Mexico,Million dollars,2020,138.5,339436159,0.0408029599462914
609,,Faroe Islands,Million dollars,2020,95.5,339436159,0.028134892959356166
610,,China ,Million dollars,2020,108.1,339436159,0.03184693119273719
611,,Rest of world,Million dollars,2020,970.6,339436159,0.28594478645393817
612,,World,Million dollars,2020,2298.6,339436159,0.677181832003938
613,,World (quantity),"1,000 metric tons",2020,393.8,339436159,0.11601592510360689
614,Fish fillets and mince,Chile,Million dollars,2020,1823.8,339436159,0.5373028039714531
615,,China ,Million dollars,2020,1082.6,339436159,0.31894068186176944
616,,Norway,Million dollars,2020,531.1,339436159,0.1564653575991001
617,,Vietnam,Million dollars,2020,418.3,339436159,0.12323377722406999
618,,Indonesia,Million dollars,2020,277.0,339436159,0.0816059198925828
619,,Canada,Million dollars,2020,252.7,339436159,0.0744469890139194
620,,Rest of world,Million dollars,2020,1221.7,339436159,0.35992040553346
621,,World,Million dollars,2020,5607.2,339436159,1.6519159350963548
622,,World (quantity),"1,000 metric tons",2020,770.2,339436159,0.22690570217064
623,"Shellfish, fresh or frozen",Canada,Million dollars,2020,1645.7,339436159,0.4848334381488214
624,,India,Million dollars,2020,1986.9,339436159,0.5853530766591075
625,,Ecuador,Million dollars,2020,744.6,339436159,0.21936378322027855
626,,Indonesia,Million dollars,2020,998.1,339436159,0.2940464572013967
627,,Vietnam,Million dollars,2020,266.3,339436159,0.07845363345629892
628,,Argentina,Million dollars,2020,247.5,339436159,0.07291503672712724
629,,Mexico,Million dollars,2020,311.0,339436159,0.0916225309985316
630,,Japan,Million dollars,2020,43.2,339436159,0.012726988228734935
631,,Rest of world,Million dollars,2020,1969.0,339436159,0.5800796255180345
632,,World,Million dollars,2020,8212.3,339436159,2.419394570158331
633,,World (quantity),"1,000 metric tons",2020,818.7,339436159,0.24119410330706695
634,Prepared fish and shellfish,Thailand,Million dollars,2020,1106.2,339436159,0.32589338839413395
635,,Indonesia,Million dollars,2020,804.6,339436159,0.23704015576018816
636,,Vietnam,Million dollars,2020,661.8,339436159,0.19497038911520323
637,,India,Million dollars,2020,442.8,339436159,0.13045162934453308
638,,Canada,Million dollars,2020,404.4,339436159,0.11913875091899093
639,,China ,Million dollars,2020,326.4,339436159,0.09615946661710839
640,,Ecuador,Million dollars,2020,164.3,339436159,0.04840380013845255
641,,Mexico,Million dollars,2020,101.7,339436159,0.029961451455146827
642,,Rest of world,Million dollars,2020,1154.3,339436159,0.34006394704696147
643,,World,Million dollars,2020,5166.5,339436159,1.5220829787907186
644,,World (quantity),"1,000 metric tons",2020,746.7,339436159,0.21998245625917537
645,,,,2020,2020.0,339436159,0.5951045421769576
646,Total live animals,Canada,Million dollars,2020,1151.6,339436159,0.3392685102826655
647,,Mexico,Million dollars,2020,929.9,339436159,0.27395431374769946
648,,Rest of world,Million dollars,2020,0.1,339436159,2.9460620899849387e-05
649,,World,Million dollars,2020,2081.6,339436159,0.6132522846512649
650,,World (quantity),"1,000 head",2020,7397.3,339436159,2.179290509824559
651,"Bovine animals, live",Canada,Million dollars,2020,872.7,339436159,0.2571028385929856
652,,Mexico,Million dollars,2020,929.9,339436159,0.27395431374769946
653,,World,Million dollars,2020,1802.6,339436159,0.5310571523406851
654,,World (quantity),"1,000 head",2020,2130.8,339436159,0.6277469101339909
655,"Swine, live",Canada,Million dollars,2020,243.2,339436159,0.07164823002843371
656,,World,Million dollars,2020,243.2,339436159,0.07164823002843371
657,,World (quantity),"1,000 head",2020,5256.5,339436159,1.5485975376005832
658,"Sheep and goats, live",Canada,Million dollars,2020,0.6,339436159,0.00017676372539909634
659,,World,Million dollars,2020,0.6,339436159,0.00017676372539909634
660,,World (quantity),"1,000 head",2020,10.1,339436159,0.002975522710884788
661,Live poultry,Canada,Million dollars,2020,35.0,339436159,0.010311217314947286
662,,World,Million dollars,2020,35.1,339436159,0.010340677935847135
663,,World (quantity),"1,000 head",2020,10826.8,339436159,3.1896425035848934
664,Bird eggs,Canada,Million dollars,2020,38.3,339436159,0.011283417804642315
665,,United Kingdom,Million dollars,2020,9.7,339436159,0.00285768022728539
666,,Netherlands,Million dollars,2020,0.1,339436159,2.9460620899849387e-05
667,,China,Million dollars,2020,7.5,339436159,0.002209546567488704
668,,Thailand,Million dollars,2020,2.9,339436159,0.0008543580060956323
669,,Turkey,Million dollars,2020,0.0,339436159,0.0
670,,Taiwan,Million dollars,2020,6.3,339436159,0.0018560191166905114
671,,Rest of world,Million dollars,2020,11.2,339436159,0.0032995895407831313
672,,World,Million dollars,2020,76.0,339436159,0.022390071883885535
673,,,,2020,2020.0,339436159,0.5951045421769576
674,Total vegetable oils,Canada,Million dollars,2020,1693.1,339436159,0.49879777245535
675,,Indonesia,Million dollars,2020,945.9,339436159,0.2786680130916754
676,,Spain,Million dollars,2020,321.2,339436159,0.09462751433031623
677,,Italy,Million dollars,2020,528.2,339436159,0.15561099959300448
678,,Mexico,Million dollars,2020,225.9,339436159,0.06655154261275976
679,,Philippines,Million dollars,2020,344.1,339436159,0.10137399651638175
680,,Turkey,Million dollars,2020,63.7,339436159,0.01876641551320406
681,,Rest of world,Million dollars,2020,1557.7,339436159,0.4589080917569539
682,,World,Million dollars,2020,5679.8,339436159,1.6733043458696455
683,,World (quantity),"1,000 metric tons",2020,4889.5,339436159,1.440477058898136
684,Crude vegetable oils,Canada,Million dollars,2020,188.6,339436159,0.055562731017115945
685,,Philippines,Million dollars,2020,134.0,339436159,0.03947723200579818
686,,Argentina,Million dollars,2020,15.2,339436159,0.004478014376777107
687,,Mexico,Million dollars,2020,20.3,339436159,0.005980506042669426
688,,Indonesia,Million dollars,2020,33.3,339436159,0.009810386759649846
689,,Spain,Million dollars,2020,2.8,339436159,0.0008248973851957828
690,,Rest of world,Million dollars,2020,116.6,339436159,0.034351083969224386
691,,World,Million dollars,2020,510.8,339436159,0.15048485155643068
692,,World (quantity),"1,000 metric tons",2020,566.6,339436159,0.16692387801854663
693,Refined vegetable oils,Canada,Million dollars,2020,1504.5,339436159,0.44323504143823406
694,,Indonesia,Million dollars,2020,912.6,339436159,0.26885762633202553
695,,Italy,Million dollars,2020,527.9,339436159,0.15552261773030493
696,,Spain,Million dollars,2020,318.4,339436159,0.09380261694512045
697,,Mexico,Million dollars,2020,205.7,339436159,0.06060049719099019
698,,Turkey,Million dollars,2020,56.6,339436159,0.016674711429314752
699,,Rest of world,Million dollars,2020,1643.3,339436159,0.484126383247225
700,,World,Million dollars,2020,5169.0,339436159,1.522819494313215
701,,World (quantity),"1,000 metric tons",2020,4322.8,339436159,1.2735237202586893
702,Olive oiL,Italy,Million dollars,2020,505.2,339436159,0.14883505678603912
703,,Spain,Million dollars,2020,228.0,339436159,0.06717021565165661
704,,Tunisia,Million dollars,2020,270.7,339436159,0.0797499007758923
705,,Turkey,Million dollars,2020,38.7,339436159,0.011401260288241715
706,,Greece,Million dollars,2020,41.9,339436159,0.012344000157036893
707,,Rest of world,Million dollars,2020,226.4,339436159,0.06669884571725901
708,,World,Million dollars,2020,1310.9,339436159,0.3861992793761257
709,,World (quantity),"1,000 metric tons",2020,402.6,339436159,0.11860845974279363
710,Tropical oils,Indonesia,Million dollars,2020,945.1,339436159,0.27843232812447655
711,,Philippines,Million dollars,2020,344.1,339436159,0.10137399651638175
712,,Malaysia,Million dollars,2020,465.3,339436159,0.13708026904699921
713,,Colombia,Million dollars,2020,14.6,339436159,0.004301250651378011
714,,Sri Lanka,Million dollars,2020,23.3,339436159,0.0068643246696649075
715,,Mexico,Million dollars,2020,6.8,339436159,0.0020033222211897584
716,,Rest of world,Million dollars,2020,72.9,339436159,0.021476792635990206
717,,World,Million dollars,2020,1872.1,339436159,0.5515322838660804
718,,World (quantity),"1,000 metric tons",2020,2242.4,339436159,0.6606249630582227
719,Oilseeds,Canada,Million dollars,2020,444.2,339436159,0.130864078037131
720,,Brazil,Million dollars,2020,0.5,339436159,0.00014730310449924695
721,,Argentina,Million dollars,2020,77.9,339436159,0.022949823680982678
722,,Chile,Million dollars,2020,35.5,339436159,0.010458520419446532
723,,India,Million dollars,2020,90.0,339436159,0.02651455880986445
724,,Bulgaria,Million dollars,2020,68.2,339436159,0.020092143453697284
725,,Rest of world,Million dollars,2020,286.0,339436159,0.08425737577356925
726,,World,Million dollars,2020,1002.3,339436159,0.2952838032791904
727,,World (quantity),"1,000 metric tons",2020,1330.4,339436159,0.3919441004515963
728,"Total red meats, fresh and frozen",Canada,Million dollars,2019,2356.8,337790067,0.697711457572256
729,,Australia,Million dollars,2019,2360.6,337790067,0.6988364166433586
730,,Mexico,Million dollars,2019,1373.2,337790067,0.4065246832731763
731,,New Zealand,Million dollars,2019,949.9,337790067,0.28121016358956463
732,,Brazil,Million dollars,2019,27.0,337790067,0.007993130242044684
733,,Uruguay,Million dollars,2019,209.8,337790067,0.06210958239929536
734,,Nicaragua,Million dollars,2019,296.4,337790067,0.08774680754600163
735,,Rest of world,Million dollars,2019,474.3,337790067,0.14041265458525162
736,,World,Million dollars,2019,8048.0,337790067,2.3825448958509488
737,,World (quantity),"1,000 metric tons",2019,1527.6,337790067,0.4522335465832392
738,Fresh or chilled red meats,Canada,Million dollars,2019,2113.3,337790067,0.6256252644634457
739,,Mexico,Million dollars,2019,1186.9,337790067,0.351372084603068
740,,Australia,Million dollars,2019,595.7,337790067,0.17635213648837106
741,,Nicaragua,Million dollars,2019,53.7,337790067,0.015897447925844427
742,,New Zealand,Million dollars,2019,36.9,337790067,0.010923944664127735
743,,Argentina,Million dollars,2019,1.9,337790067,0.0005624795355512926
744,,Rest of world,Million dollars,2019,72.3,337790067,0.021403826537030764
745,,World,Million dollars,2019,4060.7,337790067,1.2021371842174389
746,,World (quantity),"1,000 metric tons",2019,754.8,337790067,0.22345239654427138
747,,,,2019,,337790067,
748,Frozen red meats and parts,Australia,Million dollars,2019,981.7,337790067,0.29062429476352836
749,,New Zealand,Million dollars,2019,630.3,337790067,0.1865951848726209
750,,Brazil,Million dollars,2019,26.9,337790067,0.007963526055963037
751,,Canada,Million dollars,2019,240.6,337790067,0.07122767171244263
752,,Mexico,Million dollars,2019,179.8,337790067,0.05322832657480127
753,,Uruguay,Million dollars,2019,190.4,337790067,0.05636637029945585
754,,Rest of world,Million dollars,2019,660.6,337790067,0.19556525325535992
755,,World,Million dollars,2019,2910.3,337790067,0.861570627534172
756,,World (quantity),"1,000 metric tons",2019,661.2,337790067,0.19574287837184984
757,,,,2019,,337790067,
758,Fowl and other meats,Chile,Million dollars,2019,125.5,337790067,0.03715325353246696
759,,Canada,Million dollars,2019,110.4,337790067,0.03268302143413827
760,,New Zealand,Million dollars,2019,33.3,337790067,0.009858193965188443
761,,China ,Million dollars,2019,9.1,337790067,0.002693980933429875
762,,Rest of world,Million dollars,2019,18.6,337790067,0.005506378611186339
763,,World,Million dollars,2019,296.9,337790067,0.08789482847640986
764,,World (quantity),"1,000 metric tons",2019,76.2,337790067,0.022558389794214997
765,,,,2019,,337790067,
766,Prepared meats,Canada,Million dollars,2019,490.3,337790067,0.14514932435831512
767,,Brazil,Million dollars,2019,325.9,337790067,0.09648004244008748
768,,Italy,Million dollars,2019,143.5,337790067,0.04248200702716341
769,,Mexico,Million dollars,2019,42.6,337790067,0.012611383270781613
770,,Uruguay,Million dollars,2019,51.6,337790067,0.01527576001812984
771,,Poland,Million dollars,2019,47.6,337790067,0.014091592574863962
772,,Spain,Million dollars,2019,34.0,337790067,0.010065423267759973
773,,New Zealand,Million dollars,2019,65.9,337790067,0.019509158627805362
774,,Rest of world,Million dollars,2019,122.6,337790067,0.0362947321360992
775,,World,Million dollars,2019,1324.0,337790067,0.391959423721006
776,,World (quantity),"1,000 metric tons",2019,191.7,337790067,0.056751224718517256
777,Total fish and shellfish,Canada,Million dollars,2019,3354.7,337790067,0.9931316304810112
778,,Chile,Million dollars,2019,2129.3,337790067,0.6303619342365092
779,,India,Million dollars,2019,2713.9,337790067,0.8034280060698173
780,,Indonesia,Million dollars,2019,1851.9,337790067,0.5482399220460203
781,,Ecuador,Million dollars,2019,807.4,337790067,0.2390241984232177
782,,Vietnam,Million dollars,2019,1275.1,337790067,0.3774829767270806
783,,China ,Million dollars,2019,1896.8,337790067,0.5615322015966798
784,,Rest of world,Million dollars,2019,7770.1,337790067,2.3002748627300518
785,,World,Million dollars,2019,21799.2,337790067,6.4534757323103875
786,,World (quantity),"1,000 metric tons",2019,2648.9,337790067,0.7841852851167468
787,"Whole fish--fresh, chilled, or frozen",Canada,Million dollars,2019,759.3,337790067,0.2247845849179455
788,,Norway,Million dollars,2019,253.2,337790067,0.07495779915873015
789,,Chile,Million dollars,2019,105.3,337790067,0.031173207943974268
790,,Mexico,Million dollars,2019,147.7,337790067,0.04372538284259258
791,,Faroe Islands,Million dollars,2019,115.2,337790067,0.03410402236605732
792,,China ,Million dollars,2019,104.5,337790067,0.030936374455321092
793,,Rest of world,Million dollars,2019,1227.7,337790067,0.36345059252437995
